Pelicula_id,Nombre,Director,Guionista,Argumento,Duración,Puntuación_IMDb,Puntuación_Rotten
tt10907898,Wayfarers,Burak Oguz Saguner,Burak Oguz Saguner,"Two exiles who are more than just good friends are in search of one another, but their only means of communication is bottle messaging. Will they ever find each other?",12,No encontrado,Null
tt11631504,Domino,Chris R. Notarile,"Rob Liefeld, Fabian Nicieza, Ann Nocenti",,No encontrado,7.4,Null
tt11786138,Teresa Rosales La Capitana,John Gabito Angel,John Gabito Angel,,86,No encontrado,Null
tt10322272,RiffTrax: Captain America: The First Avenger,Conor Lastowka,No encontrado,"Puny Steve Rogers becomes a hero (?) in this Marvel origins movie, while the guys at RiffTrax snicker in the audio track.",No encontrado,5.0," 80"
tt10613340,Tooken,Radomir Jordanovic,"Radomir Jordanovic, Irvin Steele",No encontrado,7,No encontrado,Null
tt21041232,No encontrada,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado," 88"
tt15337052,Dinner Party,Sam Findlay,Michael Emmett Sempek,An odd guest brings something unusual to share at a dinner party.,No encontrado,No encontrado," 85"
tt3480796,Vice,Brian A. Miller,"Andre Fabrizio, Jeremy Passmore","Vice es un complejo turístico de última generación, donde los clientes pueden hacer realidad sus fantasías más salvajes con habitantes artificiales que parecen humanos.",96,4.2," 65"
tt10010132,All Tied Up,Jess Taylor,No encontrado,,No encontrado,No encontrado," 20"
tt11717728,The Orpheus Summer House,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,Null
tt3069042,The Knight Squad,David Noble,No encontrado,"The Russian and Korean mafias begin a bloody fued after a russian informant discovers a dark korean secret. Daniel and Robert become victims in this fued, causing them to take retribution by creating a vigilante group called The Knight Squad. Battles ensue as Demon Knight & Knightmaire attack both mobs, tug Deathstrike, assassin Preybird, and a host of others.",No encontrado,9.7,Null
tt10085194,What Men Don't Know About Women,Eric Edwards,Eric Edwards,No encontrado,45,No encontrado," 75"
tt13604490,Meet the Blands,No encontrado,No encontrado,"Paul and Martin Bland finally had enough of their boring, uninspired, drawn out lifestyle. Paul, a tired and once highly regarded graphic novelist now working as a sales clerk at a local comic book store, and his husband, Martin, a former international fashion model turned nurse assistant are ready to turn their lives around and finally attempt to leave the confines a... Leer todo",105,No encontrado," 67"
tt22046396,Dobro pozhalovat v semyu. Povar iz Neapolya,Vladimir Zinkevich,Vladimir Zinkevich,"Leonid was released and now runs the affairs of the Family as the Godfather. From all over, businessmen flock to him with their problems. One of them can't share a pizzeria with his Italian partners. Giacomo and Luca send him their answer - a herring in the newspaper. Rumors are circulating around the city that thugs from Sicily itself are about to arrive. An internat... Leer todo",96,5.5,Null
tt10135604,Hemp Queen,Adam Episcopo,Toccara Lanett,,No encontrado,No encontrado," 67"
tt1606189,Cherry Bomb,Kyle Day,"Kyle Day, Garrett Hargrove",An exotic dancer seeks revenge on the five men who assaulted her.,82,3.4,Null
tt10002400,Form 1,Bryan G. Uricoechea,Bryan G. Uricoechea,No encontrado,12,No encontrado," 96"
tt3563080,Saya E Khuda E Zuljalal,Umair Fazli,"Farhan Abbasi, Inam Qadri, Tauseef Razzaque",A historical glimpse into the history of Pakistan India Partition and war's of 1965 and 1971 and present day of the new conflict in Pakistan.,105,6.1,Null
tt3592252,Compartment,David Ridgen,David Ridgen,'Compartment' is a psychological drama/thriller set in a world of lavish dereliction and natural beauty where three new homeless friends suddenly find themselves in a struggle for their lives when they come across an abandoned house in the middle of nowhere.,100,No encontrado," 93"
tt10622972,Jhimma,Hemant Dhome,"Hemant Dhome, Irawati Karnik",Kabir the only male member of his family finds difficult to deal with females in his house.He starts Sunflower tours and the very first trip is with seven different aged group females where he has to deal with their differences.,130,7.5,Null
tt2409300,Killers,Kimo StamboelTimo Tjahjanto,"Takuji Ushiyama, Timo Tjahjanto",A psychopathic Japanese executive accidentally triggers a journalist's 'dark side'. They begin to connect over the Internet and make a complicated bond.,137,6.4," 10"
tt13802376,The Power,Mahesh Manjrekar,"Mahesh Manjrekar, Siddharth Salvi","It is a hair-raising journey into the world of two lovers as both their families are ripped apart for the sake of revenge and power, and an entertaining look at how they rise out of that pit of blood lust and despair, together.",153,5.4," 74"
tt14415046,"In, Marion",Jacob Pence,Jacob Pence,"Follow the lives of three individuals, as they strive for more in life in a town that tries to keep them down.",93,No encontrado,Null
tt3686776,Destination 51,Noah Talbot,Noah Talbot,No encontrado,110,No encontrado," 49"
tt3756108,Bloody Luck,Antonio Chavez Trejo,"Ragnhild Bjoerge, Antonio Chavez Trejo","Lucy, a young police trainee, suffers from panic attacks when she sees blood created by the physical abuse she receives from her boyfriend Derek. Little than she knows, the struggle to overcome this trauma will become a matter of life and death.",No encontrado,9.4,Null
tt10314554,Deliciae,Juan Ignacio Martín Blázquez,Juan Ignacio Martín Blázquez,No encontrado,2,No encontrado,Null
tt12935690,O Segundo Homem,Thiago Luciano,"Herbert Bianchi, Thiago Luciano","In the near future, when the carrying of weapons is authorized in Brazil and violence in the country grows in a way never seen before, Miro decides to protect his family by enlisting in the Foreign Legion, which has arrived to help the security forces.",111,6.2," 86"
tt11296572,Tottenham Hotspur vs Queens Park Rangers,No encontrado,No encontrado,,90,No encontrado,Null
tt13694916,Flatters,Dennis Flippin,Doug Wyckoff,Georgia organized a group to travel to the ends of the earth. She wants to prove once and for all that the earth is flat.,12,No encontrado,Null
tt1982882,Vampiros del Hampa,Todor Chapkanov,"Jeffrey Green, Rafael Jordan","Set in a not-too-distant future in which a synthetic blood substitute, dispensed by the Romanian government, allows humans and vampires to potentially co-exist.",86,4.1," 98"
tt10075694,Casting,Sándor Csoma,Sándor Csoma,The 18-year-old Julia lives in a poor mining town with her brother. One day she tries her luck at a model casting agency in the hope of starting a new life abroad. However during the casting it turns out that they are looking for porn actresses. Unexpectedly Julia finds herself in a situation where her decency is endangered.,27,7.8,Null
tt10417584,Once a Soja: Agubiri the Gateman,Nabwana I.G.G.,Nabwana I.G.G.,,64,No encontrado,Null
tt1477704,Dorm of the Dead,Tobias Canto Jr.,"Tobias Canto Jr.Jimmy Anthony Donahue, Michael Joyner",After a campus-wide zombie outbreak a slacker college student must protect his younger brother while becoming the unlikely leader of a small band of quirky survivors.,86,2.6," 14"
tt24070322,Papy protiv mam,Maksim Malinin,Gennadiy Shein,"Two families live on the same staircase. One fine day, the dads boycott the moms, and the moms confront the dads in response. The reason for this is the accumulated family troubles: computer games of one, iron drill of the second, female fatigue, and so on. The hostages of the situation are children who are forced to live in two opposing camps. In an attempt to reconc... Leer todo",102,4.2,40
tt10085284,Exercise Class,Toya Nash,"Joshua Foster Cohen, Toya Nash","The kids think they are showing up for a traditional exercise class with their flighty friend Twyla. When they show up, they realize it's a class like no other.....a class only Twyla could create.",No encontrado,No encontrado," 0"
tt10092752,La tierra y la sangre,Julien Leclercq,"Julien Leclercq, Jérémie Guez, Matthieu Serveau","Saïd es dueño de un aserradero en las profundidades del bosque, que decide vender. Poco sabe que uno de sus aprendices fue acorralado por su hermano y obligado a esconder una gran cantidad de cocaína dentro de la fábrica.",80,5.2," 0"
tt10365540,"The End, The Beginning",Archie Chew,"Archie Chew, Alicia Easaw-Mamutil, Sam Herriman","Precocious 12-year-old SKYE WINTER spends all of her time in her hometown of, Collector making out with her schoolgirl crush, GREGORY GREGORY JR. However, there is a new technology that is taking her town by a storm called, Sustainatent. A hermetically sealable tent that is permanently installed over a family's home to protect them from a rising toxicity in the Earth'... Leer todo",No encontrado,6.2," 88"
tt13819076,Find the Light,Abdullah Khan,Abdullah Khan,"A young victimized boy decides to confront his inner demons by drowning himself, and during the process finds purpose and meaning in his life.",12,6.0," 27"
tt0162942,Los hijos del dragón verde,Bence Miklauzic,"Balázs Maruszki, Bence Miklauzic, Gábor Németh","Un agente inmobiliario establece vínculos con un guardia que vive en un almacén que le han encargado vender. El jefe del guardia quiere bloquear la venta, pero le hace promesas para hacer realidad las ambiciones futbolísticas del guardia.",89,6.9,Null
tt29803631,Dani Thompson in Everybody is Turning Into Me,Molly Brown,Molly Brown,No encontrado,4,No encontrado," 98"
tt11160638,Apocalypse A-Go-Go,Savannah Gisleson,Savannah Gisleson,"On the night of a solar flare predicted to destroy the earth, five strangers with nowhere to go and no one to be with gather in one house for an Apocalypse Party.",85,6.7,Null
tt10033718,Though I Walk Through the Valley,Danielle MacInnis,"Danielle Mac, Innis","With their son in a comatose state from a drunk driving accident, Olivia and Matt must decide whether to end the life support of their only child.",15,No encontrado,Null
tt11581174,Karnan,Mari Selvaraj,Mari Selvaraj,"Karnan, un intrépido joven del pueblo, debe luchar por los derechos de la gente conservadora de su pueblo.",158,8.0,Null
tt2387499,Las apariencias engañan,Greg Mottola,"Michael Le, Sieur",Una pareja se ve envuelta en una trama de espionaje internacional cuando descubren que sus aparentemente normales vecinos son espías gubernamentales.,105,5.9," 76"
tt10074462,Welfare Check,Rani Deighe Crowe,Kathryn S. Gardiner,"An empathetic police officer, discouraged by the darkness she sees on her job, finds renewed encouragement in an older woman's home on a routine welfare check.",11,No encontrado,Null
tt3704428,Elvis,Baz Luhrmann,"Baz Luhrmann, Sam Bromell, Craig Pearce","Un vistazo a la vida de la legendaria estrella del rock and roll, Elvis Presley.",159,7.3,Null
tt1965118,Strike One,David Llauger Meiselman,"Howard Cohen, Lawrence Smilgys","A young boy living in a gang-controlled place finds that he might be able to get by in his neighborhood, but possibly never get out because he is affiliated with gang-related activities.",102,4.1," 88"
tt14683676,Serge,Tristan Guignard,Tristan Guignard,"Serge. This film, it is the result of 4 years of reflections and documentation on one of the most taboo topics that exists, I hope that you will understand it, and especially help me to give life to it.",35,No encontrado,Null
tt10019108,El caso Villa Caprice,Bernard Stora,"Pascale Robert Diard, Bernard Stora","El famoso abogado Luc Germon agrega a sus clientes a Gilles Fontaine, uno de los jefes más poderosos de Francia. Se sospecha que ha adquirido una magnífica propiedad, Villa Caprice, en condiciones cuestionables.",103,5.8,Null
tt10885790,Water,Adrián Tejero,Adrián Tejero,No encontrado,No encontrado,No encontrado,Null
tt1027683,Speed asesino,Kim Bass,Kim Bass,"Mejores amigos vuelan aviones de alta tecnología, para llevar drogas desde México a California con el fin de financiar su estilo de vida.",113,3.8,Null
tt10021158,Coffee with a Madman,Kathy Wells,Scott Abrams,"When Kent, A rude and obnoxious business man enters a coffee shop and decides to piss off the wrong man at the wrong time, His whole life changes.",11,6.8,Null
tt31194821,Never,Wang Wang,Wang Wang,,22,No encontrado,Null
tt10005520,The Veil Removed,Branden J. StanleySarò Melero Bonnin(First Assistant Director)Garrett Garcia(Second Assistant Director),"Gregory Krajewski, Christopher Magruder, Julie Nelson","A supernatural thriller about where heaven and earth meet. A captivating short film about the coming together of heaven and earth, The Veil Removed depicts the depth and power of the Mass as seen by saints and mystics, revealed by scripture and explored in the Catechism of the Catholic Church.",7,9.8," 50"
